8
18446744041342875149,ofi+verbs;ofi_rxm://10.3.1.1:37521
0x1c13,alpha_do_work
0x79fe,delta_do_work
0x5e2d,gamma_do_work
0x874e,beta_do_work
0x79fe,delta_do_work
0x5e2d,gamma_do_work
0x874e,beta_do_work
0x1c13,alpha_do_work
0x79fe 0x5e2d 0x874e 0x1c13,0.000330942,2023109428276722174,18446744041342875149,1,0.066188335,0.000313044,0.000472307,200,18446744073709551615,3,620,18446744073709551615,9,1772
0x79fe 0x5e2d 0x874e 0x1c13,1;0.000000000,0.000000000, 0;0.000000000,0.000000000, 1;0.000000000,0.000000000, 2;0.000000000,0.000000000, 3;0.000000000,0.000000000, 4;0.000000000,0.000000000, 5;0.000000000,0.000000000, 6;0.000000000,0.000000000, 7;0.000000000,0.000000000, 8;0.000000000,0.000000000, 9;0.033252478,99.000000000, 10;
0x79fe 0x5e2d 0x874e 0x1c13,0.001359744,2023109428276722174,18446744041342875149,0,0.271948814,0.000329971,0.003360033,200,18446744073709551615,286331153,0,18446744073709551615,286331153,0
0x79fe 0x5e2d 0x874e 0x1c13,0;0.000000000,0.000000000, 0;0.000000000,0.000000000, 1;0.000000000,0.000000000, 2;0.000000000,0.000000000, 3;0.000000000,0.000000000, 4;0.000000000,0.000000000, 5;0.000000000,0.000000000, 6;0.000000000,0.000000000, 7;0.000000000,0.000000000, 8;0.000000000,0.000000000, 9;0.115807295,99.000000000, 10;
0x5e2d 0x874e 0x1c13 ,0.004199169,30870200016429,18446744041342875149,1,0.839833736,0.002761364,0.006444216,200,18446744073709551615,2,496,18446744073709551615,7,1552
0x5e2d 0x874e 0x1c13 ,1;0.000000000,0.000000000, 0;0.000000000,0.000000000, 1;0.000000000,0.000000000, 2;0.000000000,0.000000000, 3;0.000000000,0.000000000, 4;0.000000000,0.000000000, 5;0.000000000,0.000000000, 6;0.000000000,0.000000000, 7;0.000000000,0.000000000, 8;0.000000000,0.000000000, 9;0.407803774,98.000000000, 10;
0x5e2d 0x874e 0x1c13 ,0.004359243,30870200016429,18446744041342875149,0,0.871848583,0.002779722,0.006472111,200,18446744073709551615,286331153,0,18446744073709551615,286331153,0
0x5e2d 0x874e 0x1c13 ,0;0.000000000,0.000000000, 0;0.000000000,0.000000000, 1;0.000000000,0.000000000, 2;0.000000000,0.000000000, 3;0.000000000,0.000000000, 4;0.000000000,0.000000000, 5;0.000000000,0.000000000, 6;0.000000000,0.000000000, 7;0.000000000,0.000000000, 8;0.000000000,0.000000000, 9;0.421179056,98.000000000, 10;
0x874e 0x1c13 ,0.004449635,471041870,18446744041342875149,1,0.889926910,0.002803802,0.007267475,200,18446744073709551615,2,480,18446744073709551615,5,1196
0x874e 0x1c13 ,1;0.000000000,0.000000000, 0;0.000000000,0.000000000, 1;0.000000000,0.000000000, 2;0.000000000,0.000000000, 3;0.000000000,0.000000000, 4;0.000000000,0.000000000, 5;0.000000000,0.000000000, 6;0.000000000,0.000000000, 7;0.000000000,0.000000000, 8;0.000000000,0.000000000, 9;0.437738895,98.000000000, 10;
0x874e 0x1c13 ,0.005494796,471041870,18446744041342875149,0,1.098959208,0.002823830,0.007312059,200,18446744073709551615,286331153,0,18446744073709551615,286331153,0
0x874e 0x1c13 ,0;0.000000000,0.000000000, 0;0.000000000,0.000000000, 1;0.000000000,0.000000000, 2;0.000000000,0.000000000, 3;0.000000000,0.000000000, 4;0.000000000,0.000000000, 5;0.000000000,0.000000000, 6;0.000000000,0.000000000, 7;0.000000000,0.000000000, 8;0.000000000,0.000000000, 9;0.520039797,98.000000000, 10;
0x1c13 ,0.005531697,7187,18446744041342875149,1,1.106339455,0.002848864,0.007801771,200,18446744073709551615,2,400,18446744073709551615,3,824
0x1c13 ,1;0.000000000,0.000000000, 0;0.000000000,0.000000000, 1;0.000000000,0.000000000, 2;0.000000000,0.000000000, 3;0.000000000,0.000000000, 4;0.000000000,0.000000000, 5;0.000000000,0.000000000, 6;0.000000000,0.000000000, 7;0.000000000,0.000000000, 8;0.000000000,0.000000000, 9;0.524351358,98.000000000, 10;
0xd320 ,0.000003815,54048,18446744041342875149,1,0.000003815,0.000003815,0.000003815,1,18446744073709551615,2,2,18446744073709551615,3,3
0xd320 ,1;0.000000000,0.000000000, 0;0.000000000,0.000000000, 1;0.000000000,0.000000000, 2;0.000000000,0.000000000, 3;0.000000000,0.000000000, 4;0.000000000,0.000000000, 5;0.000000000,0.000000000, 6;0.000000000,0.000000000, 7;0.000000000,0.000000000, 8;0.000000000,0.000000000, 9;0.000000000,0.000000000, 10;
